id,rua,terreno,casa_new,vertex_pos,vertex_ind,vertex_par,vertex_p_1,vertex_p_2,distance,angle,ponto,x_dms,y_dms,x,y
"42",rua Kokama,"54",,"1","1","0","0","1",0.000076883339436,21.658141428173018,"1","59°54′51,0″W","3°4′8,9″S",-59.9141609626756,-3.06912985936586
"42",rua Kokama,"54",,"2","2","0","0","2",0.000219486309455,104.951495660012512,"2","59°54′50,5″W","3°4′8,7″S",-59.9140308746842,-3.06907144086232
"42",rua Kokama,"54",,"3","3","0","0","3",0.000302166764151,195.678486313226728,"3","59°54′50,3″W","3°4′8,9″S",-59.9139823772185,-3.0691384039373
"42",rua Kokama,"54",,"4","4","0","0","4",0.000463889187103,292.385132081387212,"4","59°54′50,9″W","3°4′9,1″S",-59.9141315402742,-3.06920089013508
"43",rua Kokama,"56",56,"1","1","0","0","1",0.000085157591856,21.757073596366286,"1","59°54′50,9″W","3°4′9,1″S",-59.9141315402742,-3.06920089013508
"43",rua Kokama,"56",56,"2","2","0","0","2",0.000246880014808,106.564388692387993,"2","59°54′50,3″W","3°4′8,9″S",-59.9139823772185,-3.0691384039373
"43",rua Kokama,"56",56,"3","3","0","0","3",0.000330711372022,196.083136797765349,"3","59°54′50,2″W","3°4′9,1″S",-59.9139353274278,-3.06920778703065
"43",rua Kokama,"56",56,"4","4","0","0","4",0.000507520035233,291.275821701743666,"4","59°54′50,8″W","3°4′9,4″S",-59.9140972345524,-3.06927883199099
"44",rua Satere,"2",2,"3","3","0","0","1",0.000084745177659,21.350245579617692,"3","59°54′50,8″W","3°4′9,4″S",-59.9140972345524,-3.06927883199099
"44",rua Satere,"2",2,"4","4","0","0","2",0.000262096999925,105.656064022741930,"4","59°54′50,2″W","3°4′9,1″S",-59.9139348300465,-3.06920756877938
"44",rua Satere,"2",2,"1","1","0","0","3",0.000352926747460,196.290095523603526,"1","59°54′50,0″W","3°4′9,4″S",-59.9138827374743,-3.06928197581507
"44",rua Satere,"2",2,"2","2","0","0","4",0.000548255147993,291.984277080479274,"2","59°54′50,6″W","3°4′9,7″S",-59.9140632965898,-3.06935648480698
"45",rua Tukano,"17",,"1","1","0","0","1",0.000075368999996,201.784643121625919,"2","59°54′50,6″W","3°4′6,4″S",-59.9140546688158,-3.06843274246282
"45",rua Tukano,"17",,"2","2","0","0","2",0.000257616035348,290.548574581774574,"3","59°54′51,2″W","3°4′6,6″S",-59.9142221158546,-3.0685046832098
"45",rua Tukano,"17",,"3","3","0","0","3",0.000332749980570,20.502076003678258,"4","59°54′51,3″W","3°4′6,4″S",-59.9142546427103,-3.06843695497799
"45",rua Tukano,"17",,"4","4","0","0","4",0.000518238419584,111.738144543529657,"1","59°54′50,7″W","3°4′6,1″S",-59.9140843365659,-3.0683634581878
"46",rua Tukano,"18",,"1","1","0","0","1",0.000072955911924,201.345433700751812,"2","59°54′50,5″W","3°4′6,6″S",-59.9140259737686,-3.06849981823601
"46",rua Tukano,"18",,"2","2","0","0","2",0.000251413856177,289.903668654120111,"3","59°54′51,1″W","3°4′6,9″S",-59.9141888153394,-3.06857282413073
"46",rua Tukano,"18",,"3","3","0","0","3",0.000327256518438,20.352629829818365,"4","59°54′51,2″W","3°4′6,6″S",-59.9142221158546,-3.0685046832098
"46",rua Tukano,"18",,"4","4","0","0","4",0.000509503553790,111.794394876450113,"1","59°54′50,6″W","3°4′6,4″S",-59.9140546688158,-3.06843274246282
"47",rua Kokama,"55",55,"1","1","0","0","1",0.000071201985032,22.105016781560895,"4","59°54′51,4″W","3°4′9,7″S",-59.9142912238147,-3.06935749982712
"47",rua Kokama,"55",55,"2","2","0","0","2",0.000252667011317,112.320737691346693,"1","59°54′50,8″W","3°4′9,4″S",-59.9141236117055,-3.06928796036626
"47",rua Kokama,"55",55,"3","3","0","0","3",0.000340727109236,204.981782171843349,"2","59°54′50,7″W","3°4′9,7″S",-59.9140894505221,-3.06936912436316
"47",rua Kokama,"55",55,"4","4","0","0","4",0.000522525953044,294.766061262057576,"3","59°54′51,3″W","3°4′9,9″S",-59.9142631090229,-3.06942291604189
"48",rua Kokama,"53",53,"1","1","0","0","1",0.000071420625294,21.736063946905837,"4","59°54′51,6″W","3°4′9,5″S",-59.9143204821303,-3.06929193512255
"48",rua Kokama,"53",53,"2","2","0","0","2",0.000254366793307,112.269589713423969,"1","59°54′50,9″W","3°4′9,2″S",-59.9141515780331,-3.06922164496437
"48",rua Kokama,"53",53,"3","3","0","0","3",0.000326337954251,202.359374295667976,"2","59°54′50,8″W","3°4′9,4″S",-59.9141236117055,-3.06928796036626
"48",rua Kokama,"53",53,"4","4","0","0","4",0.000507957663347,291.825848529149823,"3","59°54′51,4″W","3°4′9,7″S",-59.9142915090298,-3.06935721502117
"49",rua Kokama,"51",51,"1","1","0","0","1",0.000073088733777,22.339032222708873,"4","59°54′51,7″W","3°4′9,2″S",-59.914349159063,-3.0692247986763
"49",rua Kokama,"51",51,"2","2","0","0","2",0.000256954447735,112.705864548573985,"1","59°54′51,0″W","3°4′9,0″S",-59.9141788991244,-3.06915538575196
"49",rua Kokama,"51",51,"3","3","0","0","3",0.000328625398992,202.485352427586008,"2","59°54′50,9″W","3°4′9,2″S",-59.9141515780331,-3.06922164496437
"49",rua Kokama,"51",51,"4","4","0","0","4",0.000511555055544,292.118520101720890,"3","59°54′51,6″W","3°4′9,5″S",-59.9143204345945,-3.06929200632404
"50",rua Kokama,"49",49,"1","1","0","0","1",0.000071347335816,22.086881782098818,"4","59°54′51,8″W","3°4′9,0″S",-59.9143772161679,-3.06915923926844
"50",rua Kokama,"49",49,"2","2","0","0","2",0.000256002801078,112.446390377535380,"1","59°54′51,1″W","3°4′8,7″S",-59.9142067097827,-3.06908835052859
"50",rua Kokama,"49",49,"3","3","0","0","3",0.000328577961345,202.638574272566785,"2","59°54′51,0″W","3°4′9,0″S",-59.9141788991244,-3.06915538575196
"50",rua Kokama,"49",49,"4","4","0","0","4",0.000512341298167,292.279065677130234,"3","59°54′51,7″W","3°4′9,2″S",-59.9143490511765,-3.06922479211418
"51",rua Kokama,"47",47,"1","1","0","0","1",0.000072597340475,22.508316706526259,"4","59°54′51,9″W","3°4′8,7″S",-59.9144044542106,-3.06909182331267
"51",rua Kokama,"47",47,"2","2","0","0","2",0.000258193268341,112.836807209900982,"1","59°54′51,2″W","3°4′8,5″S",-59.9142336578998,-3.06901919777552
"51",rua Kokama,"47",47,"3","3","0","0","3",0.000332411219496,203.084836550657315,"2","59°54′51,1″W","3°4′8,7″S",-59.9142067097827,-3.06908835052859
"51",rua Kokama,"47",47,"4","4","0","0","4",0.000517132524663,292.756346047282534,"3","59°54′51,8″W","3°4′9,0″S",-59.9143773206536,-3.06915915936489
"52",rua Kokama,"45",45,"1","1","0","0","1",0.000073327858718,23.234859567240665,"4","59°54′52,0″W","3°4′8,5″S",-59.9144308366076,-3.06902342239841
"52",rua Kokama,"45",45,"2","2","0","0","2",0.000259471515451,113.476987677328339,"1","59°54′51,3″W","3°4′8,2″S",-59.9142587857503,-3.06895237337698
"52",rua Kokama,"45",45,"3","3","0","0","3",0.000330864155934,203.175770085316117,"2","59°54′51,2″W","3°4′8,5″S",-59.9142336578998,-3.06901919777552
"52",rua Kokama,"45",45,"4","4","0","0","4",0.000516460377163,292.933641975228454,"3","59°54′51,9″W","3°4′8,7″S",-59.9144044484525,-3.06909183760236
"53",rua Kokama,"43",43,"1","1","0","0","1",0.000073271603344,23.207849368777882,"4","59°54′52,0″W","3°4′8,2″S",-59.9144570288613,-3.06895497401208
"53",rua Kokama,"43",43,"2","2","0","0","2",0.000259524784292,113.224274785427539,"1","59°54′51,4″W","3°4′8,0″S",-59.9142851772745,-3.06888315981062
"53",rua Kokama,"43",43,"3","3","0","0","3",0.000333599275952,203.347548717855602,"2","59°54′51,3″W","3°4′8,2″S",-59.9142587857503,-3.06895237337698
"53",rua Kokama,"43",43,"4","4","0","0","4",0.000519786870533,293.331123301205935,"3","59°54′52,0″W","3°4′8,5″S",-59.9144308841435,-3.06902342239841
"54",rua Kokama,"41",41,"1","1","0","0","1",0.000073623239596,22.364839451589056,"4","59°54′52,1″W","3°4′8,0″S",-59.9144855365944,-3.06888709404036
"54",rua Kokama,"41",41,"2","2","0","0","2",0.000261034977623,112.818626561084983,"1","59°54′51,5″W","3°4′7,7″S",-59.9143123772678,-3.06881540717157
"54",rua Kokama,"41",41,"3","3","0","0","3",0.000334043605416,202.723590416679485,"2","59°54′51,4″W","3°4′8,0″S",-59.9142851772745,-3.06888315981062
"54",rua Kokama,"41",41,"4","4","0","0","4",0.000520296786363,292.269803307183622,"3","59°54′52,0″W","3°4′8,2″S",-59.9144570288613,-3.06895497401208
"55",rua Kokama,"39",39,"1","1","0","0","1",0.000073225036168,22.195515327808163,"4","59°54′52,3″W","3°4′7,8″S",-59.9145144284007,-3.06881980979668
"55",rua Kokama,"39",39,"2","2","0","0","2",0.000260785237631,112.251743981010023,"1","59°54′51,6″W","3°4′7,5″S",-59.9143409833572,-3.06874842600273
"55",rua Kokama,"39",39,"3","3","0","0","3",0.000333619194888,202.192279926786057,"2","59°54′51,5″W","3°4′7,7″S",-59.9143123772678,-3.06881540717157
"55",rua Kokama,"39",39,"4","4","0","0","4",0.000521030932915,292.136051273584201,"3","59°54′52,1″W","3°4′8,0″S",-59.9144855365944,-3.06888709404036
"56",rua Kokama,"37",37,"1","1","0","0","1",0.000071138488923,21.434150996081350,"4","59°54′52,4″W","3°4′7,5″S",-59.9145432588941,-3.06875494520751
"56",rua Kokama,"37",37,"2","2","0","0","2",0.000259741850611,111.992901318993916,"1","59°54′51,7″W","3°4′7,3″S",-59.9143695048675,-3.0686815915009
"56",rua Kokama,"37",37,"3","3","0","0","3",0.000332575807868,202.255276259173513,"2","59°54′51,6″W","3°4′7,5″S",-59.9143408987781,-3.06874857266974
"56",rua Kokama,"37",37,"4","4","0","0","4",0.000519806736816,291.696525936261082,"3","59°54′52,3″W","3°4′7,8″S",-59.9145140481139,-3.06881980979668
"57",rua Kokama,"35",35,"1","1","0","0","1",0.000073123872312,21.046694601451968,"4","59°54′52,5″W","3°4′7,3″S",-59.914593837039,-3.06869755677518
"57",rua Kokama,"35",35,"2","2","0","0","2",0.000285134258322,111.731346341796893,"1","59°54′51,8″W","3°4′7,0″S",-59.9143990113557,-3.06861394244084
"57",rua Kokama,"35",35,"3","3","0","0","3",0.000358955188574,201.829502602907155,"2","59°54′51,7″W","3°4′7,3″S",-59.9143698005752,-3.06868173816373
"57",rua Kokama,"35",35,"4","4","0","0","4",0.000569220423845,291.144850862562180,"3","59°54′52,4″W","3°4′7,6″S",-59.9145633055574,-3.06876400170978
"58",rua Kokama,"33",33,"1","1","0","0","1",0.000073622740764,21.562721138585086,"4","59°54′52,6″W","3°4′7,1″S",-59.9146241173757,-3.06863021199179
"58",rua Kokama,"33",33,"2","2","0","0","2",0.000278958213048,108.919698658989631,"1","59°54′52,0″W","3°4′6,8″S",-59.9144345339109,-3.06855134015862
"58",rua Kokama,"33",33,"3","3","0","0","3",0.000350936665846,198.629593550366678,"2","59°54′51,8″W","3°4′7,0″S",-59.9143990113557,-3.06861394244084
"58",rua Kokama,"33",33,"4","4","0","0","4",0.000562853560678,291.272616029962137,"3","59°54′52,5″W","3°4′7,3″S",-59.914593837039,-3.06869731943674
"59",rua Kokama,"31",,"1","1","0","0","1",0.000074762183670,23.333460890140536,"4","59°54′52,7″W","3°4′6,8″S",-59.9146517832407,-3.06856014967872
"59",rua Kokama,"31",,"2","2","0","0","2",0.000271442240109,109.969772559016377,"1","59°54′52,1″W","3°4′6,6″S",-59.9144690321121,-3.06848745119454
"59",rua Kokama,"31",,"3","3","0","0","3",0.000344050267327,199.600320912921973,"2","59°54′52,0″W","3°4′6,8″S",-59.9144345339109,-3.06855134015862
"59",rua Kokama,"31",,"4","4","0","0","4",0.000549255493841,292.964009244046053,"3","59°54′52,6″W","3°4′7,1″S",-59.9146242124474,-3.06862964237951
"60",rua Kokama,"29",,"1","1","0","0","1",0.000072134914859,22.990854433253901,"4","59°54′52,8″W","3°4′6,6″S",-59.9146796392491,-3.06849322022901
"60",rua Kokama,"29",,"2","2","0","0","2",0.000263465851972,110.581921794450508,"1","59°54′52,2″W","3°4′6,3″S",-59.914502388809,-3.06842117990019
"60",rua Kokama,"29",,"3","3","0","0","3",0.000337658531394,200.845745688449824,"2","59°54′52,1″W","3°4′6,6″S",-59.9144690321121,-3.06848745119454
"60",rua Kokama,"29",,"4","4","0","0","4",0.000535222287366,293.254678327253259,"3","59°54′52,7″W","3°4′6,8″S",-59.9146527339577,-3.06856014967872
"61",rua Kokama,"27",27,"1","1","0","0","1",0.000077984640046,21.859694636833176,"4","59°54′53,0″W","3°4′6,3″S",-59.9147126766652,-3.06842243402453
"61",rua Kokama,"27",27,"2","2","0","0","2",0.000267149203174,111.021610893303759,"1","59°54′52,3″W","3°4′6,1″S",-59.9145362411477,-3.06835421569791
"61",rua Kokama,"27",27,"3","3","0","0","3",0.000342183763356,200.552826841072914,"2","59°54′52,2″W","3°4′6,3″S",-59.914502388809,-3.06842117990019
"61",rua Kokama,"27",27,"4","4","0","0","4",0.000533355186104,291.390910584602295,"3","59°54′52,8″W","3°4′6,6″S",-59.9146795441774,-3.06849303035823
"62",rua Kokama,"25",,"1","1","0","0","1",0.000067593519516,21.055945886152848,"4","59°54′53,1″W","3°4′6,1″S",-59.9147421488925,-3.06836131935972
"62",rua Kokama,"25",,"2","2","0","0","2",0.000254440597990,110.261826666843803,"1","59°54′52,4″W","3°4′5,8″S",-59.9145689535101,-3.06829121094205
"62",rua Kokama,"25",,"3","3","0","0","3",0.000325431427791,200.751545838190310,"2","59°54′52,3″W","3°4′6,1″S",-59.9145362411477,-3.06835421569791
"62",rua Kokama,"25",,"4","4","0","0","4",0.000514493468014,291.545665057499320,"3","59°54′53,0″W","3°4′6,3″S",-59.9147126766652,-3.06842214921833
"63",rua Kokama,"23",,"1","1","0","0","1",0.000071858330839,21.037191823149922,"4","59°54′53,2″W","3°4′5,9″S",-59.9147738790727,-3.06829684635132
"63",rua Kokama,"23",,"2","2","0","0","2",0.000263510855397,112.930180541609289,"1","59°54′52,5″W","3°4′5,6″S",-59.9145958877671,-3.06822578451001
"63",rua Kokama,"23",,"3","3","0","0","3",0.000334264457483,202.792656472807693,"2","59°54′52,4″W","3°4′5,8″S",-59.9145689535101,-3.06829121094205
"63",rua Kokama,"23",,"4","4","0","0","4",0.000521164504090,290.899667754348343,"3","59°54′53,1″W","3°4′6,1″S",-59.9147421964284,-3.06836134309358
"64",rua Kokama,"21",,"1","1","0","0","1",0.000072721578837,22.845658981037342,"4","59°54′53,3″W","3°4′5,6″S",-59.9148020202962,-3.06822934727263
"64",rua Kokama,"21",,"2","2","0","0","2",0.000264072679871,112.634964722324895,"1","59°54′52,6″W","3°4′5,4″S",-59.9146244367379,-3.06815807789841
"64",rua Kokama,"21",,"3","3","0","0","3",0.000337552125909,202.746991799671662,"2","59°54′52,5″W","3°4′5,6″S",-59.9145958877671,-3.06822578451001
"64",rua Kokama,"21",,"4","4","0","0","4",0.000529452656581,292.957686058384127,"3","59°54′53,2″W","3°4′5,9″S",-59.9147742593595,-3.06829656154509
"65",rua Kokama,"19",,"1","1","0","0","1",0.000078453369000,22.551249277544667,"4","59°54′53,4″W","3°4′5,4″S",-59.9148323006329,-3.06815686408002
"65",rua Kokama,"19",,"2","2","0","0","2",0.000268100427759,111.914457998029633,"1","59°54′52,8″W","3°4′5,1″S",-59.9146568220409,-3.06808493862809
"65",rua Kokama,"19",,"3","3","0","0","3",0.000348088931397,202.139730105047192,"2","59°54′52,6″W","3°4′5,4″S",-59.9146244367379,-3.06815807789841
"65",rua Kokama,"19",,"4","4","0","0","4",0.000539528248071,292.776521384562216,"3","59°54′53,3″W","3°4′5,6″S",-59.9148021391358,-3.06822928793797
"66",av Ipixuna,"3",3,"1","1","0","0","1",0.000084690714025,25.678680884868687,"1","59°54′54,3″W","3°4′2,9″S",-59.9150936647596,-3.06746738506025
"66",av Ipixuna,"3",3,"2","2","0","0","2",0.000281536967677,112.419922942653699,"2","59°54′53,7″W","3°4′2,6″S",-59.9149081631498,-3.06740152459905
"66",av Ipixuna,"3",3,"3","3","0","0","3",0.000371809104432,203.122448927172456,"3","59°54′53,5″W","3°4′2,9″S",-59.9148691389994,-3.06748292591573
"66",av Ipixuna,"3",3,"4","4","0","0","4",0.000578924475329,296.381206869387370,"4","59°54′54,2″W","3°4′3,2″S",-59.9150659583799,-3.06754741551424
"67",rua Kokama,"3",3,"1","1","0","0","1",0.000087295217617,26.246682429846320,"4","59°54′54,2″W","3°4′3,2″S",-59.9150659583799,-3.06754741551424
"67",rua Kokama,"3",3,"2","2","0","0","2",0.000294410588514,117.949977954391073,"1","59°54′53,5″W","3°4′2,9″S",-59.9148691389994,-3.06748292591573
"67",rua Kokama,"3",3,"3","3","0","0","3",0.000382024376987,207.988971898376491,"2","59°54′53,4″W","3°4′3,2″S",-59.9148450508052,-3.06756716328768
"67",rua Kokama,"3",3,"4","4","0","0","4",0.000583938498915,296.285676373831734,"3","59°54′54,1″W","3°4′3,5″S",-59.9150370128956,-3.06762977214091
"68",rua Kokama,"5",5,"1","1","0","0","1",0.000065890898497,26.029589080297644,"4","59°54′54,1″W","3°4′3,5″S",-59.9150370128956,-3.06762977214091
"68",rua Kokama,"5",5,"2","2","0","0","2",0.000267805020424,117.828738711842647,"1","59°54′53,4″W","3°4′3,2″S",-59.9148450508052,-3.06756716328768
"68",rua Kokama,"5",5,"3","3","0","0","3",0.000330399139570,207.351870965708940,"2","59°54′53,4″W","3°4′3,5″S",-59.9148275050836,-3.06762724798958
"68",rua Kokama,"5",5,"4","4","0","0","4",0.000528305969783,295.552721334163948,"3","59°54′54,1″W","3°4′3,7″S",-59.9150146098838,-3.06769173757939
"69",rua Kokama,"7",7,"1","1","0","0","1",0.000073651676593,25.687513579830632,"4","59°54′54,1″W","3°4′3,7″S",-59.9150146098838,-3.06769173757939
"69",rua Kokama,"7",7,"2","2","0","0","2",0.000271500580180,116.488563613139945,"1","59°54′53,4″W","3°4′3,5″S",-59.9148277033403,-3.06762685204428
"69",rua Kokama,"7",7,"3","3","0","0","3",0.000342538562617,206.103910550088585,"2","59°54′53,3″W","3°4′3,7″S",-59.9148058950987,-3.0676944597032
"69",rua Kokama,"7",7,"4","4","0","0","4",0.000538403585178,295.302860516779276,"3","59°54′54,0″W","3°4′3,9″S",-59.9149900483527,-3.06776117316578
"70",rua Kokama,"9",9,"1","1","0","0","1",0.000086615308130,25.215812693306098,"4","59°54′54,0″W","3°4′3,9″S",-59.9149897631376,-3.0677613630367
"70",rua Kokama,"9",9,"2","2","0","0","2",0.000282235223657,115.832283455857663,"1","59°54′53,3″W","3°4′3,7″S",-59.9148057959703,-3.06769485564848
"70",rua Kokama,"9",9,"3","3","0","0","3",0.000367702560516,205.658782810636609,"2","59°54′53,2″W","3°4′4,0″S",-59.9147787339251,-3.06777592544173
"70",rua Kokama,"9",9,"4","4","0","0","4",0.000561490754394,295.042312048085080,"3","59°54′53,9″W","3°4′4,2″S",-59.9149605761254,-3.06784291259169
"71",rua Kokama,"11",11,"1","1","0","0","1",0.000087988485291,24.459080723518309,"4","59°54′53,9″W","3°4′4,2″S",-59.9149601958386,-3.06784272272079
"71",rua Kokama,"11",11,"2","2","0","0","2",0.000281354207584,114.313681290787798,"1","59°54′53,2″W","3°4′4,0″S",-59.9147787339251,-3.06777592544173
"71",rua Kokama,"11",11,"3","3","0","0","3",0.000366453526510,203.885678640567164,"2","59°54′53,1″W","3°4′4,3″S",-59.9147480102527,-3.06785528506648
"71",rua Kokama,"11",11,"4","4","0","0","4",0.000560239269323,294.031078073297692,"3","59°54′53,7″W","3°4′4,5″S",-59.9149288459452,-3.06792493681768
"72",rua Kokama,"13",13,"1","1","0","0","1",0.000084399634387,23.732760977304270,"4","59°54′53,7″W","3°4′4,5″S",-59.9149289410169,-3.06792507922084
"72",rua Kokama,"13",13,"2","2","0","0","2",0.000278325304187,113.873429290516100,"1","59°54′53,1″W","3°4′4,3″S",-59.9147480102527,-3.06785528506648
"72",rua Kokama,"13",13,"3","3","0","0","3",0.000361857210270,203.745188963782368,"2","59°54′53,0″W","3°4′4,6″S",-59.9147178588136,-3.06793318545194
"72",rua Kokama,"13",13,"4","4","0","0","4",0.000555369416693,293.604520650570521,"3","59°54′53,6″W","3°4′4,8″S",-59.91489809025,-3.06800363829711
"73",rua Kokama,"15",,"1","1","0","0","1",0.000079716825538,22.662842000805576,"4","59°54′53,6″W","3°4′4,8″S",-59.9148979001066,-3.06800382816798
"73",rua Kokama,"15",,"2","2","0","0","2",0.000273121221796,113.341783103793418,"1","59°54′53,0″W","3°4′4,6″S",-59.9147178588136,-3.06793318545194
"73",rua Kokama,"15",,"3","3","0","0","3",0.000354203926634,203.551738921408571,"2","59°54′52,9″W","3°4′4,8″S",-59.914687625272,-3.06800842066966
"73",rua Kokama,"15",,"4","4","0","0","4",0.000545735829498,292.872797818420736,"3","59°54′53,5″W","3°4′5,1″S",-59.9148664313736,-3.06807707085442
"74",rua Kokama,"17",,"1","1","0","0","1",0.000086219117555,22.952543872887105,"4","59°54′53,5″W","3°4′5,1″S",-59.9148668116604,-3.068077640467
"74",rua Kokama,"17",,"2","2","0","0","2",0.000278174099307,113.403697897820621,"1","59°54′52,9″W","3°4′4,8″S",-59.914687625272,-3.0680088004114
"74",rua Kokama,"17",,"3","3","0","0","3",0.000359779570785,202.715919931536547,"2","59°54′52,8″W","3°4′5,1″S",-59.9146568220409,-3.06808436901551
"74",rua Kokama,"17",,"4","4","0","0","4",0.000550338744001,292.264765906603031,"3","59°54′53,4″W","3°4′5,4″S",-59.9148330136707,-3.06815695901543
"75",av Ipixuna,"3",3,"1","1","0","0","1",0.000077304110766,22.490604809915904,"1","59°54′55,2″W","3°4′3,2″S",-59.9153403407738,-3.06756266028927
"75",av Ipixuna,"3",3,"2","2","0","0","2",0.000341740162123,114.892940403877645,"2","59°54′54,3″W","3°4′2,9″S",-59.9150936647596,-3.06746738506025
"75",av Ipixuna,"3",3,"3","3","0","0","3",0.000426430876148,205.718142327596951,"3","59°54′54,2″W","3°4′3,2″S",-59.9150659583799,-3.06754741551424
"75",av Ipixuna,"3",3,"4","4","0","0","4",0.000684232694453,293.315806733635213,"4","59°54′55,1″W","3°4′3,5″S",-59.9153090211455,-3.06763333564865
"76",av Palmeira do Miriti,"5",5,"1","1","0","0","1",0.000068405653224,22.739496012660901,"2","59°54′55,1″W","3°4′3,5″S",-59.9153137793073,-3.06763689915619
"76",av Palmeira do Miriti,"5",5,"2","2","0","0","2",0.000331887216596,115.190630260760415,"3","59°54′54,2″W","3°4′3,2″S",-59.9150659583799,-3.06754741551424
"76",av Palmeira do Miriti,"5",5,"3","3","0","0","3",0.000397519769283,204.909106520140938,"4","59°54′54,2″W","3°4′3,4″S",-59.9150437638638,-3.0676091814873
"76",av Palmeira do Miriti,"5",5,"4","4","0","0","4",0.000655171988218,292.457972272041445,"1","59°54′55,0″W","3°4′3,7″S",-59.9152852303365,-3.0676990625671
"77",av Palmeira do Miriti,"7",7,"1","1","0","0","1",0.000074209787320,23.788612917598225,"2","59°54′55,0″W","3°4′3,7″S",-59.9152847842588,-3.06769624145697
"77",av Palmeira do Miriti,"7",7,"2","2","0","0","2",0.000330976303849,115.464361118586098,"3","59°54′54,2″W","3°4′3,4″S",-59.9150431934336,-3.06760927642277
"77",av Palmeira do Miriti,"7",7,"3","3","0","0","3",0.000404997647010,205.452882962961752,"4","59°54′54,1″W","3°4′3,6″S",-59.9150187600064,-3.06767914892723
"77",av Palmeira do Miriti,"7",7,"4","4","0","0","4",0.000657426526288,293.777134761973798,"1","59°54′54,9″W","3°4′4,0″S",-59.915256235288,-3.06776473998833
"78",av Palmeira do Miriti,"9",9,"1","1","0","0","1",0.000078861506033,22.738061124338163,"2","59°54′54,9″W","3°4′4,0″S",-59.9152570283149,-3.06776513593358
"78",av Palmeira do Miriti,"9",9,"2","2","0","0","2",0.000331991863702,115.458377482264879,"3","59°54′54,1″W","3°4′3,6″S",-59.9150189501498,-3.06767914892723
"78",av Palmeira do Miriti,"9",9,"3","3","0","0","3",0.000408504645443,205.216306976437124,"4","59°54′54,0″W","3°4′3,9″S",-59.9149937561491,-3.0677513948136
"78",av Palmeira do Miriti,"9",9,"4","4","0","0","4",0.000654189063981,292.495990618510461,"1","59°54′54,8″W","3°4′4,2″S",-59.9152241176958,-3.06783680202236
"79",av Palmeira do Miriti,"11",11,"1","1","0","0","1",0.000074147182650,22.026054259023887,"2","59°54′54,8″W","3°4′4,2″S",-59.9152229281553,-3.06783798985805
"79",av Palmeira do Miriti,"11",11,"2","2","0","0","2",0.000318667738247,114.129289338598639,"3","59°54′54,0″W","3°4′3,9″S",-59.9149943265793,-3.06775120494268
"79",av Palmeira do Miriti,"11",11,"3","3","0","0","3",0.000388490730453,203.636975498004290,"4","59°54′53,9″W","3°4′4,1″S",-59.9149693577824,-3.0678164108429
"79",av Palmeira do Miriti,"11",11,"4","4","0","0","4",0.000627596016308,291.533740418429659,"1","59°54′54,7″W","3°4′4,5″S",-59.9151914053334,-3.06790510257212
"80",av Palmeira do Miriti,"13",13,"1","1","0","0","1",0.000079401612341,21.859012483956231,"2","59°54′54,7″W","3°4′4,5″S",-59.9151908105632,-3.06790530054472
"80",av Palmeira do Miriti,"13",13,"2","2","0","0","2",0.000317476198769,113.956463734750201,"3","59°54′53,9″W","3°4′4,1″S",-59.9149697542959,-3.06781690577444
"80",av Palmeira do Miriti,"13",13,"3","3","0","0","3",0.000395205122698,203.757694997843458,"4","59°54′53,8″W","3°4′4,4″S",-59.9149427977173,-3.06788981070217
"80",av Palmeira do Miriti,"13",13,"4","4","0","0","4",0.000627517417406,291.660243747049492,"1","59°54′54,6″W","3°4′4,7″S",-59.915157899944,-3.06797756054186
"81",av Palmeira do Miriti,"15",,"1","1","0","0","1",0.000079365276580,21.206083321615360,"2","59°54′54,6″W","3°4′4,7″S",-59.9151580982007,-3.06797756054186
"81",av Palmeira do Miriti,"15",,"2","2","0","0","2",0.000311807443408,113.363322606715798,"3","59°54′53,8″W","3°4′4,4″S",-59.9149427977173,-3.06788995310632
"81",av Palmeira do Miriti,"15",,"3","3","0","0","3",0.000386768123771,202.821615174068228,"4","59°54′53,7″W","3°4′4,7″S",-59.9149157735863,-3.06795987306017
"81",av Palmeira do Miriti,"15",,"4","4","0","0","4",0.000613354711125,290.664375888967697,"1","59°54′54,4″W","3°4′5,0″S",-59.9151239980411,-3.0680492266164
"82",av Palmeira do Miriti,"17",17,"1","1","0","0","1",0.000081885720635,20.709603650149567,"2","59°54′54,4″W","3°4′5,0″S",-59.9151243945546,-3.0680484347261
"82",av Palmeira do Miriti,"17",17,"2","2","0","0","2",0.000308894758278,112.414849792902345,"3","59°54′53,7″W","3°4′4,7″S",-59.9149153932995,-3.06795982559245
"82",av Palmeira do Miriti,"17",17,"3","3","0","0","3",0.000386409558056,201.861568881088232,"4","59°54′53,6″W","3°4′4,9″S",-59.9148861112156,-3.06803159678268
"82",av Palmeira do Miriti,"17",17,"4","4","0","0","4",0.000608646717809,290.156322738335462,"1","59°54′54,3″W","3°4′5,2″S",-59.9150890057262,-3.06812227849407
"83",av Palmeira do Miriti,"19",,"1","1","0","0","1",0.000074486514488,20.556660868909287,"2","59°54′54,3″W","3°4′5,2″S",-59.9150890057262,-3.06812188254895
"83",av Palmeira do Miriti,"19",,"2","2","0","0","2",0.000297451818369,111.987913311754681,"3","59°54′53,6″W","3°4′4,9″S",-59.9148849703552,-3.06803197651942
